engine,symbol,sl_atr,tp_atr,tp_r,direction,setup,outcome,trade_r
price_action,XRPUSDT,1.0,1.5,1.5,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.0,2.5,2.5,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.5,0.5,0.333,BUY,htf_bull_votes=2,WIN,0.3333333333333333
price_action,XRPUSDT,1.5,0.75,0.5,BUY,htf_bull_votes=2,WIN,0.5
price_action,XRPUSDT,1.5,1.0,0.667,BUY,htf_bull_votes=2,WIN,0.6666666666666666
price_action,XRPUSDT,1.5,1.5,1.0,BUY,htf_bull_votes=2,WIN,1.0
price_action,XRPUSDT,1.5,2.5,1.667,BUY,htf_bull_votes=2,WIN,1.6666666666666667
price_action,XRPUSDT,1.0,0.5,0.5,BUY,htf_bull_votes=2,WIN,0.5
price_action,XRPUSDT,1.0,0.75,0.75,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.0,1.0,1.0,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.0,1.5,1.5,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.0,2.5,2.5,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.5,0.5,0.333,BUY,htf_bull_votes=2,WIN,0.3333333333333333
price_action,XRPUSDT,1.5,0.75,0.5,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.5,1.0,0.667,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.5,1.5,1.0,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.5,2.5,1.667,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.0,0.5,0.5,BUY,htf_bull_votes=2,WIN,0.5
price_action,XRPUSDT,1.0,0.75,0.75,BUY,htf_bull_votes=2,WIN,0.75
price_action,XRPUSDT,1.0,1.0,1.0,BUY,htf_bull_votes=2,WIN,1.0
price_action,XRPUSDT,1.0,1.5,1.5,BUY,htf_bull_votes=2,WIN,1.5
price_action,XRPUSDT,1.0,2.5,2.5,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.5,0.5,0.333,BUY,htf_bull_votes=2,WIN,0.3333333333333333
price_action,XRPUSDT,1.5,0.75,0.5,BUY,htf_bull_votes=2,WIN,0.5
price_action,XRPUSDT,1.5,1.0,0.667,BUY,htf_bull_votes=2,WIN,0.6666666666666666
price_action,XRPUSDT,1.5,1.5,1.0,BUY,htf_bull_votes=2,WIN,1.0
price_action,XRPUSDT,1.5,2.5,1.667,BUY,htf_bull_votes=2,TIMEOUT,0.0
price_action,XRPUSDT,1.0,0.5,0.5,BUY,htf_bull_votes=2,WIN,0.5
price_action,XRPUSDT,1.0,0.75,0.75,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.0,1.0,1.0,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.0,1.5,1.5,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.0,2.5,2.5,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.5,0.5,0.333,BUY,htf_bull_votes=2,WIN,0.3333333333333333
price_action,XRPUSDT,1.5,0.75,0.5,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.5,1.0,0.667,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.5,1.5,1.0,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.5,2.5,1.667,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.0,0.5,0.5,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.0,0.75,0.75,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.0,1.0,1.0,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.0,1.5,1.5,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.0,2.5,2.5,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.5,0.5,0.333,BUY,htf_bull_votes=2,WIN,0.3333333333333333
price_action,XRPUSDT,1.5,0.75,0.5,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.5,1.0,0.667,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.5,1.5,1.0,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.5,2.5,1.667,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.0,0.5,0.5,BUY,htf_bull_votes=2,WIN,0.5
price_action,XRPUSDT,1.0,0.75,0.75,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.0,1.0,1.0,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.0,1.5,1.5,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.0,2.5,2.5,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.5,0.5,0.333,BUY,htf_bull_votes=2,WIN,0.3333333333333333
price_action,XRPUSDT,1.5,0.75,0.5,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.5,1.0,0.667,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.5,1.5,1.0,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.5,2.5,1.667,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.0,0.5,0.5,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.0,0.75,0.75,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.0,1.0,1.0,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.0,1.5,1.5,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.0,2.5,2.5,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.5,0.5,0.333,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.5,0.75,0.5,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.5,1.0,0.667,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.5,1.5,1.0,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.5,2.5,1.667,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.0,0.5,0.5,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.0,0.75,0.75,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.0,1.0,1.0,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.0,1.5,1.5,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.0,2.5,2.5,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.5,0.5,0.333,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.5,0.75,0.5,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.5,1.0,0.667,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.5,1.5,1.0,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.5,2.5,1.667,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.0,0.5,0.5,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.0,0.75,0.75,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.0,1.0,1.0,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.0,1.5,1.5,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.0,2.5,2.5,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.5,0.5,0.333,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.5,0.75,0.5,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.5,1.0,0.667,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.5,1.5,1.0,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.5,2.5,1.667,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.0,0.5,0.5,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.0,0.75,0.75,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.0,1.0,1.0,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.0,1.5,1.5,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.0,2.5,2.5,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.5,0.5,0.333,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.5,0.75,0.5,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.5,1.0,0.667,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.5,1.5,1.0,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.5,2.5,1.667,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.0,0.5,0.5,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.0,0.75,0.75,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.0,1.0,1.0,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.0,1.5,1.5,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.0,2.5,2.5,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.5,0.5,0.333,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.5,0.75,0.5,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.5,1.0,0.667,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.5,1.5,1.0,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.5,2.5,1.667,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.0,0.5,0.5,BUY,htf_bull_votes=2,WIN,0.5
price_action,XRPUSDT,1.0,0.75,0.75,BUY,htf_bull_votes=2,WIN,0.75
price_action,XRPUSDT,1.0,1.0,1.0,BUY,htf_bull_votes=2,WIN,1.0
price_action,XRPUSDT,1.0,1.5,1.5,BUY,htf_bull_votes=2,WIN,1.5
price_action,XRPUSDT,1.0,2.5,2.5,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.5,0.5,0.333,BUY,htf_bull_votes=2,WIN,0.3333333333333333
price_action,XRPUSDT,1.5,0.75,0.5,BUY,htf_bull_votes=2,WIN,0.5
price_action,XRPUSDT,1.5,1.0,0.667,BUY,htf_bull_votes=2,WIN,0.6666666666666666
price_action,XRPUSDT,1.5,1.5,1.0,BUY,htf_bull_votes=2,WIN,1.0
price_action,XRPUSDT,1.5,2.5,1.667,BUY,htf_bull_votes=2,TIMEOUT,0.0
price_action,XRPUSDT,1.0,0.5,0.5,BUY,htf_bull_votes=2,WIN,0.5
price_action,XRPUSDT,1.0,0.75,0.75,BUY,htf_bull_votes=2,WIN,0.75
price_action,XRPUSDT,1.0,1.0,1.0,BUY,htf_bull_votes=2,WIN,1.0
price_action,XRPUSDT,1.0,1.5,1.5,BUY,htf_bull_votes=2,WIN,1.5
price_action,XRPUSDT,1.0,2.5,2.5,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.5,0.5,0.333,BUY,htf_bull_votes=2,WIN,0.3333333333333333
price_action,XRPUSDT,1.5,0.75,0.5,BUY,htf_bull_votes=2,WIN,0.5
price_action,XRPUSDT,1.5,1.0,0.667,BUY,htf_bull_votes=2,WIN,0.6666666666666666
price_action,XRPUSDT,1.5,1.5,1.0,BUY,htf_bull_votes=2,WIN,1.0
price_action,XRPUSDT,1.5,2.5,1.667,BUY,htf_bull_votes=2,WIN,1.6666666666666667
price_action,XRPUSDT,1.0,0.5,0.5,BUY,htf_bull_votes=2,WIN,0.5
price_action,XRPUSDT,1.0,0.75,0.75,BUY,htf_bull_votes=2,WIN,0.75
price_action,XRPUSDT,1.0,1.0,1.0,BUY,htf_bull_votes=2,WIN,1.0
price_action,XRPUSDT,1.0,1.5,1.5,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.0,2.5,2.5,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.5,0.5,0.333,BUY,htf_bull_votes=2,WIN,0.3333333333333333
price_action,XRPUSDT,1.5,0.75,0.5,BUY,htf_bull_votes=2,WIN,0.5
price_action,XRPUSDT,1.5,1.0,0.667,BUY,htf_bull_votes=2,WIN,0.6666666666666666
price_action,XRPUSDT,1.5,1.5,1.0,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.5,2.5,1.667,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.0,0.5,0.5,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.0,0.75,0.75,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.0,1.0,1.0,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.0,1.5,1.5,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.0,2.5,2.5,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.5,0.5,0.333,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.5,0.75,0.5,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.5,1.0,0.667,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.5,1.5,1.0,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.5,2.5,1.667,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.0,0.5,0.5,BUY,htf_bull_votes=2,WIN,0.5
price_action,XRPUSDT,1.0,0.75,0.75,BUY,htf_bull_votes=2,WIN,0.75
price_action,XRPUSDT,1.0,1.0,1.0,BUY,htf_bull_votes=2,WIN,1.0
price_action,XRPUSDT,1.0,1.5,1.5,BUY,htf_bull_votes=2,WIN,1.5
price_action,XRPUSDT,1.0,2.5,2.5,BUY,htf_bull_votes=2,WIN,2.5
price_action,XRPUSDT,1.5,0.5,0.333,BUY,htf_bull_votes=2,WIN,0.3333333333333333
price_action,XRPUSDT,1.5,0.75,0.5,BUY,htf_bull_votes=2,WIN,0.5
price_action,XRPUSDT,1.5,1.0,0.667,BUY,htf_bull_votes=2,WIN,0.6666666666666666
price_action,XRPUSDT,1.5,1.5,1.0,BUY,htf_bull_votes=2,WIN,1.0
price_action,XRPUSDT,1.5,2.5,1.667,BUY,htf_bull_votes=2,WIN,1.6666666666666667
price_action,XRPUSDT,1.0,0.5,0.5,BUY,htf_bull_votes=2,WIN,0.5
price_action,XRPUSDT,1.0,0.75,0.75,BUY,htf_bull_votes=2,WIN,0.75
price_action,XRPUSDT,1.0,1.0,1.0,BUY,htf_bull_votes=2,WIN,1.0
price_action,XRPUSDT,1.0,1.5,1.5,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.0,2.5,2.5,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.5,0.5,0.333,BUY,htf_bull_votes=2,WIN,0.3333333333333333
price_action,XRPUSDT,1.5,0.75,0.5,BUY,htf_bull_votes=2,WIN,0.5
price_action,XRPUSDT,1.5,1.0,0.667,BUY,htf_bull_votes=2,WIN,0.6666666666666666
price_action,XRPUSDT,1.5,1.5,1.0,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.5,2.5,1.667,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.0,0.5,0.5,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.0,0.75,0.75,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.0,1.0,1.0,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.0,1.5,1.5,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.0,2.5,2.5,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.5,0.5,0.333,BUY,htf_bull_votes=2,WIN,0.3333333333333333
price_action,XRPUSDT,1.5,0.75,0.5,BUY,htf_bull_votes=2,WIN,0.5
price_action,XRPUSDT,1.5,1.0,0.667,BUY,htf_bull_votes=2,WIN,0.6666666666666666
price_action,XRPUSDT,1.5,1.5,1.0,BUY,htf_bull_votes=2,WIN,1.0
price_action,XRPUSDT,1.5,2.5,1.667,BUY,htf_bull_votes=2,WIN,1.6666666666666667
price_action,XRPUSDT,1.0,0.5,0.5,BUY,htf_bull_votes=2,WIN,0.5
price_action,XRPUSDT,1.0,0.75,0.75,BUY,htf_bull_votes=2,WIN,0.75
price_action,XRPUSDT,1.0,1.0,1.0,BUY,htf_bull_votes=2,WIN,1.0
price_action,XRPUSDT,1.0,1.5,1.5,BUY,htf_bull_votes=2,WIN,1.5
price_action,XRPUSDT,1.0,2.5,2.5,BUY,htf_bull_votes=2,WIN,2.5
price_action,XRPUSDT,1.5,0.5,0.333,BUY,htf_bull_votes=2,WIN,0.3333333333333333
price_action,XRPUSDT,1.5,0.75,0.5,BUY,htf_bull_votes=2,WIN,0.5
price_action,XRPUSDT,1.5,1.0,0.667,BUY,htf_bull_votes=2,WIN,0.6666666666666666
price_action,XRPUSDT,1.5,1.5,1.0,BUY,htf_bull_votes=2,WIN,1.0
price_action,XRPUSDT,1.5,2.5,1.667,BUY,htf_bull_votes=2,WIN,1.6666666666666667
price_action,XRPUSDT,1.0,0.5,0.5,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.0,0.75,0.75,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.0,1.0,1.0,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.0,1.5,1.5,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.0,2.5,2.5,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.5,0.5,0.333,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.5,0.75,0.5,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.5,1.0,0.667,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.5,1.5,1.0,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.5,2.5,1.667,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.0,0.5,0.5,BUY,htf_bull_votes=2,WIN,0.5
price_action,XRPUSDT,1.0,0.75,0.75,BUY,htf_bull_votes=2,WIN,0.75
price_action,XRPUSDT,1.0,1.0,1.0,BUY,htf_bull_votes=2,WIN,1.0
price_action,XRPUSDT,1.0,1.5,1.5,BUY,htf_bull_votes=2,WIN,1.5
price_action,XRPUSDT,1.0,2.5,2.5,BUY,htf_bull_votes=2,WIN,2.5
price_action,XRPUSDT,1.5,0.5,0.333,BUY,htf_bull_votes=2,WIN,0.3333333333333333
price_action,XRPUSDT,1.5,0.75,0.5,BUY,htf_bull_votes=2,WIN,0.5
price_action,XRPUSDT,1.5,1.0,0.667,BUY,htf_bull_votes=2,WIN,0.6666666666666666
price_action,XRPUSDT,1.5,1.5,1.0,BUY,htf_bull_votes=2,WIN,1.0
price_action,XRPUSDT,1.5,2.5,1.667,BUY,htf_bull_votes=2,WIN,1.6666666666666667
price_action,XRPUSDT,1.0,0.5,0.5,BUY,htf_bull_votes=2,WIN,0.5
price_action,XRPUSDT,1.0,0.75,0.75,BUY,htf_bull_votes=2,WIN,0.75
price_action,XRPUSDT,1.0,1.0,1.0,BUY,htf_bull_votes=2,WIN,1.0
price_action,XRPUSDT,1.0,1.5,1.5,BUY,htf_bull_votes=2,WIN,1.5
price_action,XRPUSDT,1.0,2.5,2.5,BUY,htf_bull_votes=2,WIN,2.5
price_action,XRPUSDT,1.5,0.5,0.333,BUY,htf_bull_votes=2,WIN,0.3333333333333333
price_action,XRPUSDT,1.5,0.75,0.5,BUY,htf_bull_votes=2,WIN,0.5
price_action,XRPUSDT,1.5,1.0,0.667,BUY,htf_bull_votes=2,WIN,0.6666666666666666
price_action,XRPUSDT,1.5,1.5,1.0,BUY,htf_bull_votes=2,WIN,1.0
price_action,XRPUSDT,1.5,2.5,1.667,BUY,htf_bull_votes=2,WIN,1.6666666666666667
price_action,XRPUSDT,1.0,0.5,0.5,BUY,htf_bull_votes=2,WIN,0.5
price_action,XRPUSDT,1.0,0.75,0.75,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.0,1.0,1.0,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.0,1.5,1.5,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.0,2.5,2.5,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.5,0.5,0.333,BUY,htf_bull_votes=2,WIN,0.3333333333333333
price_action,XRPUSDT,1.5,0.75,0.5,BUY,htf_bull_votes=2,WIN,0.5
price_action,XRPUSDT,1.5,1.0,0.667,BUY,htf_bull_votes=2,WIN,0.6666666666666666
price_action,XRPUSDT,1.5,1.5,1.0,BUY,htf_bull_votes=2,WIN,1.0
price_action,XRPUSDT,1.5,2.5,1.667,BUY,htf_bull_votes=2,WIN,1.6666666666666667
price_action,XRPUSDT,1.0,0.5,0.5,BUY,htf_bull_votes=2,WIN,0.5
price_action,XRPUSDT,1.0,0.75,0.75,BUY,htf_bull_votes=2,WIN,0.75
price_action,XRPUSDT,1.0,1.0,1.0,BUY,htf_bull_votes=2,WIN,1.0
price_action,XRPUSDT,1.0,1.5,1.5,BUY,htf_bull_votes=2,WIN,1.5
price_action,XRPUSDT,1.0,2.5,2.5,BUY,htf_bull_votes=2,WIN,2.5
price_action,XRPUSDT,1.5,0.5,0.333,BUY,htf_bull_votes=2,WIN,0.3333333333333333
price_action,XRPUSDT,1.5,0.75,0.5,BUY,htf_bull_votes=2,WIN,0.5
price_action,XRPUSDT,1.5,1.0,0.667,BUY,htf_bull_votes=2,WIN,0.6666666666666666
price_action,XRPUSDT,1.5,1.5,1.0,BUY,htf_bull_votes=2,WIN,1.0
price_action,XRPUSDT,1.5,2.5,1.667,BUY,htf_bull_votes=2,WIN,1.6666666666666667
price_action,XRPUSDT,1.0,0.5,0.5,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.0,0.75,0.75,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.0,1.0,1.0,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.0,1.5,1.5,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.0,2.5,2.5,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.5,0.5,0.333,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.5,0.75,0.5,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.5,1.0,0.667,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.5,1.5,1.0,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.5,2.5,1.667,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.0,0.5,0.5,BUY,htf_bull_votes=2,WIN,0.5
price_action,XRPUSDT,1.0,0.75,0.75,BUY,htf_bull_votes=2,WIN,0.75
price_action,XRPUSDT,1.0,1.0,1.0,BUY,htf_bull_votes=2,WIN,1.0
price_action,XRPUSDT,1.0,1.5,1.5,BUY,htf_bull_votes=2,WIN,1.5
price_action,XRPUSDT,1.0,2.5,2.5,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.5,0.5,0.333,BUY,htf_bull_votes=2,WIN,0.3333333333333333
price_action,XRPUSDT,1.5,0.75,0.5,BUY,htf_bull_votes=2,WIN,0.5
price_action,XRPUSDT,1.5,1.0,0.667,BUY,htf_bull_votes=2,WIN,0.6666666666666666
price_action,XRPUSDT,1.5,1.5,1.0,BUY,htf_bull_votes=2,WIN,1.0
price_action,XRPUSDT,1.5,2.5,1.667,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.0,0.5,0.5,BUY,htf_bull_votes=2,WIN,0.5
price_action,XRPUSDT,1.0,0.75,0.75,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.0,1.0,1.0,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.0,1.5,1.5,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.0,2.5,2.5,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.5,0.5,0.333,BUY,htf_bull_votes=2,WIN,0.3333333333333333
price_action,XRPUSDT,1.5,0.75,0.5,BUY,htf_bull_votes=2,WIN,0.5
price_action,XRPUSDT,1.5,1.0,0.667,BUY,htf_bull_votes=2,WIN,0.6666666666666666
price_action,XRPUSDT,1.5,1.5,1.0,BUY,htf_bull_votes=2,WIN,1.0
price_action,XRPUSDT,1.5,2.5,1.667,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.0,0.5,0.5,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.0,0.75,0.75,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.0,1.0,1.0,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.0,1.5,1.5,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.0,2.5,2.5,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.5,0.5,0.333,BUY,htf_bull_votes=2,WIN,0.3333333333333333
price_action,XRPUSDT,1.5,0.75,0.5,BUY,htf_bull_votes=2,WIN,0.5
price_action,XRPUSDT,1.5,1.0,0.667,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.5,1.5,1.0,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.5,2.5,1.667,BUY,htf_bull_votes=2,LOSS,-1.0
price_action,XRPUSDT,1.0,0.5,0.5,BUY,htf_bull_votes=2,WIN,0.5
price_action,XRPUSDT,1.0,0.75,0.75,BUY,htf_bull_votes=2,WIN,0.75
price_action,XRPUSDT,1.0,1.0,1.0,BUY,htf_bull_votes=2,WIN,1.0
price_action,XRPUSDT,1.0,1.5,1.5,BUY,htf_bull_votes=2,WIN,1.5
price_action,XRPUSDT,1.0,2.5,2.5,BUY,htf_bull_votes=2,WIN,2.5
price_action,XRPUSDT,1.5,0.5,0.333,BUY,htf_bull_votes=2,WIN,0.3333333333333333
price_action,XRPUSDT,1.5,0.75,0.5,BUY,htf_bull_votes=2,WIN,0.5
price_action,XRPUSDT,1.5,1.0,0.667,BUY,htf_bull_votes=2,WIN,0.6666666666666666
